#,Choose a language!,Interlay 的使命是：,interBTC 是：,Kintsugi（kBTC）是：,INTR 和 KINT 是：,谁能在 Interlay 中运行金库？,interBTC 为用户提供哪些保证？,在哪里可以使用 interBTC？,Interlay's Mission is?,interBTC is?,Kintsugi is?,INTR and KINT are?,Who can run a Vault in Interlay?,What guarantees does interBTC offer to users?,Where will you be able to use interBTC?,You've finished the quiz and scored full marks!,完成测试，满分！,Start Date (UTC),Submit Date (UTC),Network ID,Tags
a9bkf3hujmskcetc4a9bkf3hsdvbrzwa,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2021-12-21 05:36:08,2021-12-21 05:37:53,c05f41b650,
u513mjc5707usvcxvlu513hzt8iz3hes,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",1xjsCPKAFowZGposKU1vNEjJheUrtHi3CvruNHPe2DyjnFU,,2021-12-21 05:29:03,2021-12-21 05:33:47,c0cbd0d58f,
2wzl2aipjazd432wzl2aucz31dd5u57p,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",16hYN5pLmY9LtKApb6768gDzVcAS5J3aFvBXZAUhAJGEB4ng,,2021-12-21 05:31:40,2021-12-21 05:33:39,ab9c4fcda1,
t1399u1henokohyox3rnmx9t1399fvo7,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,16dDaufs7yLahTnPjSoZ6axoADjD4nrsJn1EnAWWdgPCzPYQ,2021-12-21 05:26:40,2021-12-21 05:29:37,d39c635260,
vqk46uh0m0spkyvqk46upg7erfpmlhz5,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2021-12-21 05:26:29,2021-12-21 05:29:35,ab9c4fcda1,
q7spb34cqjgk9bj004r39q7spbk9i0zk,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",133wbUzSbcVUm5yTNAgNiSs6QNzGXKTigPquLG7TBnfhQbtx,,2021-12-21 05:27:06,2021-12-21 05:29:09,add01095c3,
yzpewpt9cxov0q2fsby9isyzpewrdncx,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",16SDJK7YAvd3B7WNNF2e6qmYsnBKFr77ZvKNhYG4ngPsR1fz,,2021-12-21 05:18:43,2021-12-21 05:29:00,4ee316cc0d,
ddtjcgnexuw0zftcv6sgdddtjceqo7jh,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",12bmgCqY5hPFNpDj2zaZXXPh2um4xyC15bjsqb4XKxkN3jAt,,2021-12-21 05:23:24,2021-12-21 05:29:00,d3f70cff83,
o9gxcoxhsosoro9gb6w9yrt58y3eq3ir,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",162cF1xtRaHGkfTdpjZ743mcbWrgT8rAUnq5LBK7p7PG5sr6,,2021-12-21 05:15:14,2021-12-21 05:19:04,19729f9f7f,
vojw2vrj5v5vo6dpvojw2vrrltcmwxvf,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",1TEamNLTRqT5yArv8644mFrxJsvQmzKuhx78FzCKiCxsPCi,,2021-12-21 05:09:58,2021-12-21 05:11:13,4975c465be,
imtz9jc5hqfi6bckuimtz9jx5srb0zcq,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2021-12-21 05:01:51,2021-12-21 05:08:50,4975c465be,
rvbjalnzxp7qrvbg57qa39w8h7ojw8fr,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14km956ad5QX3WfwxvoUE2yEtMCr6FzB72Gk1x2rBUNGfwcW,,2021-12-21 04:16:00,2021-12-21 04:24:47,b2601d76bd,
a1iabftrqa6walwr2a1iabfyqiq8at20,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",16PkjkAq28rTrNoiDG29yAXLM6TnQDgPe4GmnC69f4oxQom9,,2021-12-21 04:21:30,2021-12-21 04:22:51,59fc529f54,
xv51a2jv52egcm1blxoehgsk3muggn28,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14TMsVCmjHndpNijp5YwwcKkT2SMyxDYZMQjD6NNts3Tu4p1,,2021-12-21 04:13:08,2021-12-21 04:18:02,cbfb1b8d76,
9b938ahg9ojzxm42inj1h9b93847nuge,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",136sX6Hd549W2FrLC5W6xvG4g53o3vtyQxe5jVpgnycGAZzp,,2021-12-21 04:08:58,2021-12-21 04:13:22,06422a0a3b,
bfq0drxpgb99xxe5nrbfq07ggy6q0p5s,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",16PkjkAq28rTrNoiDG29yAXLM6TnQDgPe4GmnC69f4oxQom9,,2021-12-21 04:09:00,2021-12-21 04:12:45,59fc529f54,
lbeimjmioy1ez7qpkeylbeimjmiy1nn4,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",1bgcYzwM248k9o4UJEUszJQPtYSDDj6Bv1EXYPsjeC8AJ1a,,2021-12-21 04:09:09,2021-12-21 04:10:09,e9b4ddf6f0,
otxsnaly11soz7otxsnabzaltuyx3t3p,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15PY4ebP2FPCu6Y1Les5525RXvao6carWKQABzvkDASnFudn,,2021-12-21 04:02:30,2021-12-21 04:06:39,562fda9f95,
smj40ogifn2k14q5pavsmj40d9dsfwf7,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",16V6vPPPkxyz3iC35x6nvDViNnWsD9XEZcDFtMkmAUeyy3SF,,2021-12-21 04:00:21,2021-12-21 04:03:21,6772d81397,
ov00kbda41oov05jlzbs0a145izxnx4u,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",13xSV67y4nLW3iyzgGnqpeb7gMka3AkhhiPdEfreP7iYk2rf,,2021-12-21 04:00:05,2021-12-21 04:02:55,3f16f5491e,
b2595lxxu810xv7br8j7b2595lx7is4j,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,15fy1bjx5ivjZSagGmt2Km5ypd5FWeQQc6woRbbgS5V3f58W,2021-12-21 04:01:06,2021-12-21 04:01:57,6ddae288ee,
is7ceaxzeac7l7p7ssv7cf5is7ceaxz7,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,1h14ADomZaB715rHUg43Ei1zGRWGUsMJFFTzsQ7XgNeTCNW,2021-12-21 03:58:36,2021-12-21 04:00:40,6ddae288ee,
zqfaz7wmdrprsw5w08lwnzqfazs6towh,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",168cSDReYq8f1Bs7zqXR7TRGD2Xszad97tXbs748VmNMq9fh,,2021-12-21 03:50:41,2021-12-21 03:57:46,ae049ba724,
zcftio95zr9muzcftj2r70dg4200olwn,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14Vuczrq5bpFsxuY8xXEYkJ53JWJdAf3UbxqRco671AwbEDJ,,2021-12-21 03:52:53,2021-12-21 03:57:35,dacb67cd20,
xuqh3igy89vr3t5gfm5q3akxuqh3igy7,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",12ZQHvPkg7pEhUQ4oWbCdNy16Y9dJ6FMtSBWhwSTdK4MfGzR,,2021-12-21 03:31:02,2021-12-21 03:55:44,dd1aa010f1,
t6p3t5dk82bh994arbhpt6p3t5dsn4p3,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14BByrNQMUjESZejB7Rc5sPTydobKt92VHTNeJHAnt69U4W,,2021-12-21 03:48:33,2021-12-21 03:50:59,8c20be6eea,
kkx5ktbdr7bewimh94mkkx5ktua1rj4g,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,Only on centralized exchanges,,,2021-12-21 03:43:42,2021-12-21 03:47:56,8c20be6eea,
ux46sgh6fhy2g3tux46sptpm0zh95jdz,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",1dzif22L8WTUFvazbVxTnVgAvoN17jeYWDXRt9c4gc6MFo1,,2021-12-21 03:34:50,2021-12-21 03:44:47,a19cf43100,
wwxdnetxxqq8xpiniweekwqiowwxdnet,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,15DVhGE1Us6NiK34xb6YCKh2JTmyC4JoheJNyAoFYzv9o2pd,2021-12-21 03:41:08,2021-12-21 03:44:28,fb39171add,
ij2emo31u8jxp6vijjij2ensepjnh7wj,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15JUftGBi919z2Ceckquv4vnR9hm7WmMvoEo1g4C55afcq5C,,2021-12-21 03:40:13,2021-12-21 03:44:17,7fbed1ebe5,
wvnklxwtnley9cm7g674awvnklxwt0q4,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",1127o24gcErYTegjrf59E5PbKHAVFeJ6mzyDA57H8rRRovGE,,2021-12-21 03:41:08,2021-12-21 03:43:54,8b213c5d09,
zwbgov03kj14z0zwbgoav6o1nbdt7cge,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,15Jg9gXXtCcbKCFNGzYGLpHU7QzfW79fp2mFuRs3UYSjGD9H,2021-12-21 03:40:28,2021-12-21 03:40:57,fb39171add,
fxbu4yzhkk1kqqpxr6k5fxbu4ee7bq4k,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,14XgHHVQgNtnWGjYtpMXF4Cj66PDcA7Y1Qyji9K3wLwwb29i,2021-12-21 03:39:52,2021-12-21 03:40:19,fb39171add,
xi1g1qx8ht2uogw5fxi1g1qq78wdgzlz,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,13uS9Sa6bSqb9jX4viNXp2iKPuEdfiunYTnjs3R82gzmF9kt,2021-12-21 03:39:02,2021-12-21 03:39:31,fb39171add,
ekyw49ep3kbdjjqg1v2mvekyw49ep9p8,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,12rsoue83wsPzycrxgrNtcBCUdRfEyX9pwRwwxcrzYUQogyi,2021-12-21 03:38:22,2021-12-21 03:38:48,fb39171add,
ycuwkvvhwbawz1hit7ycuwkiabvlqee4,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,15txBsZ6pyVGvZhy72qYAeGz1hasgGfp9j27KKouBLkW84iR,2021-12-21 03:37:26,2021-12-21 03:38:10,fb39171add,
c5yx73istzht0c5yeqm2g1iedqhk5xgz,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,14i9dEa82MV66CeD8swXFPw144u3FaZpxXeTLQUZXNaP8Jg5,2021-12-21 03:36:43,2021-12-21 03:37:13,fb39171add,
